Yurt Adı	Şehir	İlçe	Tür	Kapasite
ÖZEL ESENTEPE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Erzincan	Erzincan/Merkez	Erkek	91 kişilik
ÖZEL ESEN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	72 kişilik
ÖZEL ESEN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU (MERKEZ)	Ankara	Çankaya	Kız	134 kişilik
ÖZEL ESENYURT YENİ NESİL YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Esenyurt	Kız	399 kişilik
ÖZEL ESMA AYDIN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Adana	Seyhan	Kız	206 kişilik
ÖZEL ESMA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Afyonkarahisar	Afyonkarahisar/Merkez	Kız	88 kişilik
ÖZEL ESPİYE ADA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Giresun	Espiye	Kız	132 kişilik
ÖZEL ESPİYE SELİN YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ PANSİYONU	Giresun	Espiye	Erkek	100 kişilik
ÖZEL ESPİYE SÜLEYMAN KARAÇENGEL YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ APARTLARI	Giresun	Espiye	Erkek	30 kişilik
ÖZEL ETÜT YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Altındağ	Erkek	90 kişilik
ÖZEL EVİM YÜKSEKÖĞRENİM KIZ ÖĞRENCİ PANSİYONU	Tokat	Tokat/Merkez	Kız	160 kişilik
ÖZEL EVİM YURDUM YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Esenyurt	Kız	148 kişilik
ÖZEL EVİN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Çankaya	Erkek	54 kişilik
ÖZEL EVREN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ PANSİYONU	Çankırı	Çankırı/Merkez	Erkek	70 kişilik
ÖZEL EYLÜL-2 YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Buca	Kız	45 kişilik
ÖZEL EYLÜL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Çanakkale	Çanakkale/Merkez	Kız	112 kişilik
ÖZEL EYLÜL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	88 kişilik
ÖZEL EYLÜL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Manisa	Demirci	Kız	84 kişilik
ÖZEL EYÜBOĞLU BALGAT YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Çankaya	Erkek	126 kişilik
ÖZEL EYÜPOĞLU YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Yenimahalle	Erkek	140 kişilik
ÖZEL EYÜPSULTAN AKŞEMSETTİN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Eyüpsultan	Erkek	108 kişilik
ÖZEL EZGİ BİLİCİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ APARTLARI	İzmir	Balçova	Kız	19 kişilik
ÖZEL FAHRETTİN AKYAZICI YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	275 kişilik
ÖZEL FAKÜLTE KAMPÜS YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Aydın	Efeler	Erkek	141 kişilik
ÖZEL FAKÜLTE YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İzmir	Buca	Erkek	32 kişilik
ÖZEL FATİHAN YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Bursa	Nilüfer	Kız	60 kişilik
ÖZEL FATİH GENÇLİK VAKFI ÖMER ÖZTÜRK YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Zeytinburnu	Erkek	136 kişilik
ÖZEL FATİH VEFA YÜKSEK ÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	40 kişilik
ÖZEL FATİH YÜKSEK ÖĞRENİM ERKEK ÖĞRENCİ PANSİYONU	Uşak	Uşak/Merkez	Erkek	20 kişilik
ÖZEL FATİH YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kahramanmaraş	Elbistan	Erkek	31 kişilik
ÖZEL FATİH YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Aydın	Efeler	Erkek	97 kişilik
ÖZEL FATİH YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ordu	Altınordu	Erkek	104 kişilik
ÖZEL FATİMATÜZ ZEHRA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Siirt	Siirt/Merkez	Kız	147 kişilik
ÖZEL FERAH YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Şanlıurfa	Haliliye	Erkek	33 kişilik
ÖZEL FERAH YÜKSEKÖĞRENİM KIZ ÖĞRENCİ PANSİYONU	İstanbul	Ataşehir	Kız	20 kişilik
ÖZEL FEYZİYE MEKTEPLERİ VAKFI IŞIK ÜNİVERSİTESİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Şile	Erkek	747 kişilik
ÖZEL FEYZİYE MEKTEPLERİ VAKFI IŞIK ÜNİVERSİTESİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Şile	Kız	708 kişilik
ÖZEL FİDAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Erzurum	Yakutiye	Kız	103 kişilik
ÖZEL FİKİRTEPE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Kadıköy	Erkek	48 kişilik
ÖZEL FIRAT KARA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Fatih	Kız	160 kişilik
ÖZEL FIRAT YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Altındağ	Erkek	142 kişilik
ÖZEL GALATA KULESİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Üsküdar	Kız	73 kişilik
ÖZEL GAMZE KIZ ÖĞRENÇİ YURDU	Kütahya	Kütahya/Merkez	Kız	98 kişilik
ÖZEL GAMZE YÜKSEKÖĞRETİM KIZ ÖĞRENCİ APARTLARI	Balıkesir	Altıeylül	Kız	42 kişilik
ÖZEL GAZİ 2 YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Ankara	Yenimahalle	Kız	65 kişilik
ÖZEL GAZİ AHMET PAŞA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	48 kişilik
ÖZEL GAZİ ALTI BOSTANCI YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Ataşehir	Kız	146 kişilik
ÖZEL GAZI ANAKENT YÜKSEK ÖĞRENIM KıZ ÖĞRENCI YURDU	Ankara	Yenimahalle	Kız	116 kişilik
ÖZEL GAZİ AYŞE ALTINTAŞ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Konak	Kız	62 kişilik
ÖZEL GAZİ DÖRT YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Kadıköy	Kız	109 kişilik
ÖZEL GAZİ VEZNECİLER YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Fatih	Kız	149 kişilik
ÖZEL GAZİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	88 kişilik
ÖZEL GAZİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Yenimahalle	Kız	100 kişilik
ÖZEL GEDEVET VEFA YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Antalya	Alanya	Erkek	48 kişilik
ÖZEL GELİŞİM YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Aydın	Efeler	Erkek	116 kişilik
ÖZEL GELİŞİM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Aydın	Efeler	Kız	120 kişilik
ÖZEL GEMLIK ÇıNAR YÜKSEKÖĞRENIM KıZ ÖĞRENCI YURDU	Bursa	Gemlik	Kız	106 kişilik
ÖZEL GEMLİK HAMİDİYE YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Bursa	Gemlik	Erkek	30 kişilik
ÖZEL GİZEM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Düzce	Konuralp	Kız	132 kişilik
ÖZEL GÖKSU 2 YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	Ankara	Çankaya	Erkek	100 kişilik
ÖZEL GÖKSU YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU.	Ankara	Çankaya	Erkek	140 kişilik
ÖZEL GÖKSU YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Konya	Güneysınır	Erkek	75 kişilik
ÖZEL GÖKSU YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Konya	Güneysınır	Kız	75 kişilik
ÖZEL GÖKTUĞ YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	Kütahya	Kütahya/Merkez	Erkek	100 kişilik
ÖZEL GÖKTÜRK YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kayseri	Talas	Erkek	96 kişilik
ÖZEL GÖLBAŞI DOĞA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Gölbaşı/Ankara	Kız	136 kişilik
ÖZEL GÖLBAŞI YÜKSEK ÖĞRENİM ERKEK ÖĞRENCİ YURDU	Ankara	Gölbaşı/Ankara	Erkek	59 kişilik
ÖZEL GÖLBAŞI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Sakarya	Serdivan	Erkek	171 kişilik
ÖZEL GÖLBAŞı YÜKSEKÖĞRETIM ERKEK ÖĞRENCI YURDU	Muş	Muş/Merkez	Erkek	45 kişilik
ÖZEL GÖLYAKA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Düzce	Gölyaka	Kız	36 kişilik
ÖZEL GÖZDE BİR YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Avcılar	Kız	100 kişilik
ÖZEL GÖZDE İKİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Avcılar	Erkek	100 kişilik
ÖZEL GÖZDE İKİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Yenimahalle	Kız	62 kişilik
ÖZEL GÖZTEPE HAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Kadıköy	Erkek	144 kişilik
ÖZEL GÜL HANIM YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ PANSİYONU	Amasya	Amasya/Merkez	Erkek	70 kişilik
ÖZEL GÜL HATUN YÜKSEKÖĞRENIM KıZ ÖĞRENCI YURDU	Ankara	Yenimahalle	Kız	34 kişilik
ÖZEL GÜLSE YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Yenimahalle	Kız	30 kişilik
ÖZEL GÜLSÜM ALKAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Uşak	Eşme	Kız	112 kişilik
ÖZEL GÜLTEKİN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Karabük	Safranbolu	Kız	149 kişilik
ÖZEL GÜLTEN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Balıkesir	Altıeylül	Kız	104 kişilik
ÖZEL GÜLYALI YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Trabzon	Ortahisar	Erkek	62 kişilik
ÖZEL GÜL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Elazığ	Elazığ/Merkez	Kız	149 kişilik
ÖZEL GÜMÜŞSOY VAKFI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Ümraniye	Erkek	224 kişilik
ÖZEL GÜMÜŞSU YÜKSEK ÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Üsküdar	Kız	128 kişilik
ÖZEL GÜNEBAKAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kocaeli	İzmit	Kız	280 kişilik
ÖZEL GÜNEŞ İKİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Çankaya	Erkek	78 kişilik
ÖZEL GÜNEŞ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Çankaya	Erkek	103 kişilik
ÖZEL GÜNEŞ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Giresun	Tirebolu	Erkek	58 kişilik
ÖZEL GÜNEŞ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Buca	Kız	72 kişilik
ÖZEL GÜNGÖREN KONUŞ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Güngören	Erkek	248 kişilik
ÖZEL GÜVEN BEŞEVLER YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	142 kişilik
ÖZEL GÜVEN EMEK YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	62 kişilik
ÖZEL GÜVEN YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İzmir	Buca	Kız	48 kişilik
ÖZEL GÜVEN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İzmir	Buca	Erkek	36 kişilik
ÖZEL GÜZELBAHÇE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bartın	Bartın/Merkez	Erkek	96 kişilik
ÖZEL GÜZELYALI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Samsun	Atakum	Erkek	84 kişilik
ÖZEL GÜZİDE YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kocaeli	İzmit	Kız	70 kişilik
ÖZEL HABİTAT YENİ NESİL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Şişli	Kız	123 kişilik
ÖZEL HACEGAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ PANSİYONU	Bayburt	Bayburt/Merkez	Erkek	77 kişilik
ÖZEL HACEGAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Bayburt	Bayburt/Merkez	Kız	96 kişilik
ÖZEL HACETTEPE ÜNİVERSİTESİ PARLAR YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	302 kişilik
ÖZEL HACI BAYRAM-I VELİ SOSYAL HİZMETLER VE KÜLTÜR VAKFI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ PANSİYONU	Ankara	Altındağ	Erkek	30 kişilik
ÖZEL HACI BAYRAM-I VELİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Altındağ	Erkek	218 kişilik
ÖZEL HACIBEY YÜKSEKÖĞRETİM KIZ ÖĞRENCİ APARTLARI	İstanbul	Avcılar	Kız	60 kişilik
ÖZEL HACI FAHRİ KULU İLAHİYAT YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Konya	Meram	Erkek	88 kişilik
ÖZEL HACI GIYASETTİN DENİZ YÜKSEK ÖĞRETİM KIZ ÖĞRENCİ YURDU	Erzincan	Erzincan/Merkez	Kız	75 kişilik
ÖZEL HACI HALİS YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Büyükçekmece	Erkek	42 kişilik
ÖZEL HACI MUHARREM YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	201 kişilik
ÖZEL HACI MUSTAFA KAFAOĞLU YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Konya	Selçuklu	Erkek	518 kişilik
ÖZEL HACI YUSUF ŞAHİN VE AİLESİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bursa	İnegöl	Erkek	128 kişilik
ÖZEL HACı MEHMET GÜRBULAK YÜKSEKÖĞRETIM ERKEK ÖĞRENCI YURDU	Ardahan	Ardahan/Merkez	Erkek	72 kişilik
ÖZEL HACı MEHMET GÜRBULAK YÜKSEKÖĞRETIM ERKEK ÖĞRENCI YURDU	Ardahan	Ardahan/Merkez	Erkek	72 kişilik
ÖZEL HAK HALİL KASAPOĞLU VAKFI İKİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Balıkesir	Altıeylül	Kız	175 kişilik
ÖZEL HAK HALİL KASAPOĞLU YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Balıkesir	Altıeylül	Kız	140 kişilik
ÖZEL HALİÇ ALTINBOYNUZ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	70 kişilik
ÖZEL HALİÇ HASKÖY YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Beyoğlu	Erkek	99 kişilik
ÖZEL HALİL İBRAHİM DEMİR YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Maltepe	Kız	424 kişilik
ÖZEL HALİL KANTARCI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bitlis	Bitlis/Merkez	Erkek	171 kişilik
ÖZEL HALİME HATUN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Bilecik	Söğüt	Kız	91 kişilik
ÖZEL HALİME YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Sakarya	Serdivan	Kız	199 kişilik
ÖZEL HAMDİ BÜYÜKEĞEN YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Konya	Selçuklu	Erkek	200 kişilik
ÖZEL HAMİDİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Çanakkale	Biga	Erkek	40 kişilik
ÖZEL HAMİDİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Tekirdağ	Süleymanpaşa	Erkek	59 kişilik
ÖZEL HAMİDİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Diyarbakır	Yenişehir/Diyarbakır	Erkek	76 kişilik
ÖZEL HANİFE CEVAT CEVHAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Kadıköy	Kız	139 kişilik
ÖZEL HANIMAĞA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Ataşehir	Kız	94 kişilik
ÖZEL HAN YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Muğla	Menteşe	Erkek	592 kişilik
ÖZEL HAN YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Kadıköy	Erkek	44 kişilik
ÖZEL HAN YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Muğla	Menteşe	Kız	570 kişilik
ÖZEL HAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Eskişehir	Tepebaşı	Erkek	67 kişilik
ÖZEL HARMONI YÜKSEKÖĞRENIM KıZ ÖĞRENCI PANSIYONU	İstanbul	Kadıköy	Kız	92 kişilik
ÖZEL HARPUT ILIM VAKFı YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	Elazığ	Elazığ/Merkez	Erkek	198 kişilik
ÖZEL HASAN AYKAÇ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Yenimahalle	Erkek	104 kişilik
ÖZEL HASAN BASRİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kocaeli	İzmit	Erkek	144 kişilik
ÖZEL HASAN SAĞLAM PAŞA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Balıkesir	Altıeylül	Erkek	256 kişilik
ÖZEL HASAN SARI YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ordu	Altınordu	Kız	112 kişilik
ÖZEL HASEKİ SULTAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Fatih	Kız	121 kişilik
ÖZEL HAS VEFA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Yenimahalle	Erkek	40 kişilik
ÖZEL HAS YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Avcılar	Kız	168 kişilik
ÖZEL HATİCE ŞAŞMAZ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Sivas	Sivas/Merkez	Kız	144 kişilik
ÖZEL HATİCE SEFER DURSUN ANADOLU YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Şişli	Kız	58 kişilik
ÖZEL HATİCE SEFER DURSUN ANADOLU YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Şişli	Kız	58 kişilik
ÖZEL HAYIRSEVENLER YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Sakarya	Adapazarı	Erkek	96 kişilik
ÖZEL HAYME ANA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Bilecik	Bilecik/Merkez	Kız	84 kişilik
ÖZEL HAYRETTİN ATMACA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ağrı	Ağrı/Merkez	Erkek	160 kişilik
ÖZEL HELİN YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Çanakkale	Çanakkale/Merkez	Erkek	160 kişilik
ÖZEL HENDEK YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Sakarya	Hendek	Erkek	90 kişilik
ÖZEL HİCRET YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Ümraniye	Erkek	59 kişilik
ÖZEL HİCRET YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Afyonkarahisar	Afyonkarahisar/Merkez	Kız	79 kişilik
ÖZEL HİLAL YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Antalya	Akseki	Erkek	58 kişilik
ÖZEL HİSARÖNÜ YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	Bursa	Orhangazi	Erkek	40 kişilik
ÖZEL HİSAR YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU	Erzincan	Erzincan/Merkez	Erkek	66 kişilik
ÖZEL HİSAR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Sakarya	Serdivan	Erkek	132 kişilik
ÖZEL HİSAR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Altındağ	Erkek	90 kişilik
ÖZEL HİSAR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İzmir	Bornova	Erkek	137 kişilik
ÖZEL HOPA HİSAR YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Artvin	Hopa	Erkek	50 kişilik
ÖZEL HUBAN HATUN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	28 kişilik
ÖZEL HÜDAYİ ACIBADEM YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Üsküdar	Erkek	102 kişilik
ÖZEL HÜDAYİ DERSAADET EYÜP SULTAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Gaziosmanpaşa	Erkek	149 kişilik
ÖZEL HÜDAYİ ESKİŞEHİR YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Eskişehir	Odunpazarı	Erkek	80 kişilik
ÖZEL HÜDAYİ GEBZE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kocaeli	Gebze	Erkek	255 kişilik
ÖZEL HÜDAYİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Mamak	Erkek	192 kişilik
ÖZEL HÜSNÜYE CANKAN YÜKSEKÖĞRENIM KIZ ÖĞRENCI YURDU	Kocaeli	İzmit	Kız	168 kişilik
ÖZEL HUZUR KAMPÜS YÜKSEKÖĞRENIM KıZ ÖĞRENCI YURDU	Sakarya	Serdivan	Kız	162 kişilik
ÖZEL HUZUR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kütahya	Kütahya/Merkez	Erkek	76 kişilik
ÖZEL İBN HALDUN YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Başakşehir	Erkek	382 kişilik
ÖZEL İBN HALDUN YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Başakşehir	Kız	361 kişilik
ÖZEL İBNİ KEMAL YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Tokat	Tokat/Merkez	Erkek	78 kişilik
ÖZEL İBRAHİM KESER YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ PANSİYONU	Ankara	Altındağ	Erkek	30 kişilik
ÖZEL İDA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	90 kişilik
ÖZEL İDA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Beyoğlu	Erkek	60 kişilik
ÖZEL İDEAL 10 YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Konya	Meram	Erkek	110 kişilik
ÖZEL İDEAL 13 YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	176 kişilik
ÖZEL İDEAL 18 ŞUBE YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Kağıthane	Kız	131 kişilik
ÖZEL İDEAL YİRMİALTI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Konya	Meram	Erkek	105 kişilik
ÖZEL İDEAL YİRMİBEŞ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Konya	Selçuklu	Erkek	96 kişilik
ÖZEL İDEAL YİRMİDÖRT YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Beşiktaş	Kız	50 kişilik
ÖZEL İDEAL YÜKSEKÖĞRENİM 21. ŞUBE KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	100 kişilik
ÖZEL İDEAL YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU 23. ŞUBESİ	Konya	Selçuklu	Erkek	451 kişilik
ÖZEL İDEAL YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU 22. ŞUBE	Konya	Meram	Kız	80 kişilik
ÖZEL İDEAL YÜKSEK ÖĞRETİM 15.ŞUBE ERKEK ÖĞRENCİ YURDU.	Ankara	Çankaya	Erkek	236 kişilik
ÖZEL İDEAL YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU 11. ŞUBE	Ankara	Çankaya	Erkek	50 kişilik
ÖZEL İDEAL YÜKSEK ÖĞRETİM KIZ ÖĞRENCİ YURDU 14. ŞUBE	Konya	Meram	Kız	133 kişilik
ÖZEL İDEAL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU 16. ŞUBE	Konya	Selçuklu	Kız	655 kişilik
ÖZEL İDEAL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU 19. ŞUBE	Konya	Meram	Kız	260 kişilik
